brand_name,property,city,room_type,available_contracts,quantity_available,description,thumbnail_url,image_urls,amenities
Essential Student Living,Dean House,London,Ensuite,5,10,"Relax and unwind in our ¾ bed en-suite accommodation, where your room comes with a cosy desk area, ample storage space, shelving, a pin board and an en-suite bathroom with a shower, sink and toilet. You’ll be living in a flat of five, so if you thrive in social environments, this is the place for you! Your shared kitchen includes the essential appliances you need to cook up a storm and impress your friends. There’s even high-speed WIFI available throughout to ensure you’re able to complete all your uni work with no interruption! So, what are you waiting for? Book your room now!",https://hfs.api.basepms.com/filesystem/room_types/images/PNm25H2GpjCRDfBWscNjb4ZhP14VVcSU9dmb8PwT.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/PNm25H2GpjCRDfBWscNjb4ZhP14VVcSU9dmb8PwT.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/2pCzZvaCQ7YtBfWhT53PalVdQT920AXRMLmBJ8GY.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/0D6fgwhgFxXpMNdGRhdXfQ8dUrjogLaIR6BPYyLw.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/QE02aeHnio0gsYv7c2mWmNcJHhUSyDWp206gWci9.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/wKxaM63X7z1x0sK2OP6q4dVsxqOM3ZiXBAHnlZV2.jpg,
Essential Student Living,Dean House,London,Premium Ensuite,1,10,"The Premium en-suite rooms offer all the essentials for your university journey. You’ll have a ¾ bed , private en-suite bathroom for added convenience, along with a study desk, storage, shelving, and a pin board to keep you organised. The shared kitchen makes meal prep effortless. And with superfast WiFi available throughout, you can stay on top of your coursework without any hassle. What are you waiting for? Book your room at Dean House, London today!",https://hfs.api.basepms.com/filesystem/room_types/images/LUI2IkpFSTteVQq255rTpYi2gAqnW5Ugii3bRyRC.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/LUI2IkpFSTteVQq255rTpYi2gAqnW5Ugii3bRyRC.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/A01D2UllVygmwebfhK9q07R3Akzf0lmvfHZAy5Zd.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/JlYM4yfyp4mSkFbAfMwhUuv1EhGn9OupK3tGXcFc.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/SAb1YlyyJ5pWjRx6wJCoLMfSS8AiWER8jQuAiL1C.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/P2c6lP2DRmVViT0vY2dIovrok7nsDCv5lEngddZ9.jpg,
Prestige Student Living,Dean Street Works,Bristol,10 Bed En-Suite,1,1,"Discover a refined university lifestyle within our 10-Bed Ensuite, nestled within a vibrant ten-bed flat designed for those who thrive at the centre of it all. This room offers a curated private space featuring a three-quarter-sized bed, study area, and dedicated ensuite. Our offering is uncompromising: your rent includes all utility bills and Contents Insurance for your belongings, plus speeds of up to 200Mbps keep you connected whether you are studying or streaming. With a Games Hub and table tennis on hand for downtime, this setting perfectly blends academic focus with an enriching social life within the heart of Bristol’s student community.",,,
Prestige Student Living,Dean Street Works,Bristol,6 Bed En-Suite,2,1,"Discover a refined university lifestyle within our 6-Bed Ensuite, nestled within an exclusive six-bed flat offering a closer-knit living experience. This room offers a curated private space featuring a three-quarter-sized bed, study area, and dedicated ensuite. Our offering is uncompromising: your rent includes Contents Insurance for your belongings, and with a Vending Machine, Laundry Room, and secure Bike Storage all on hand, daily convenience is built in from the start. CCTV throughout and a dedicated cleaner mean your environment stays safe and well-presented, so you can focus on making the most of Bristol student life.",,,
Prestige Student Living,Dean Street Works,Bristol,7 Bed En-Suite,2,10,"Discover a refined university lifestyle within our 7-Bed Ensuite, nestled within an intimate seven-bed flat that fosters genuine connection without compromise. This room offers a curated private space featuring a three-quarter-sized bed, study area, and dedicated ensuite. Our offering is uncompromising: your rent includes all utility bills and Contents Insurance for your belongings, and when you are ready to unwind, the Cinema Lounge and Communal Kitchen provide the perfect setting to socialise. A private Garden and Outdoor Area add a welcome breath of fresh air to everyday student life in Bristol.",,,
Prestige Student Living,Dean Street Works,Bristol,8 Bed En-Suite,2,10,"Discover a refined university lifestyle within our 8-Bed Ensuite, nestled within a dynamic eight-bed flat that strikes the ideal balance between community and comfort. This room offers a curated private space featuring a three-quarter-sized bed, study area, and dedicated ensuite. Our offering is uncompromising: your rent includes Contents Insurance for your belongings, and with a dedicated Study Space and Communal Lounge at your disposal, every part of your day is accounted for. Onsite maintenance and post-collection ensure that the practical side of student living is always taken care of, within the heart of Bristol’s student community.",,,
Prestige Student Living,Dean Street Works,Bristol,Classic Studio,1,1,"Step into your chic and perfectly formed Classic Studio. At sixteen square meters, this space is a masterclass in design and is available across all floors. Indulge in the comfort of a three-quarter-sized bed and a dedicated study area, ideal for focused work. The fully fitted kitchenette allows for exclusive self-catering, complemented by an ensuite bathroom and ample storage. As a resident of Dean Street Works, you’ll also enjoy our fantastic array of amenities, including the cosy Cinema Lounge and Games Hub. This is student living, redefined.",https://hfs.api.basepms.com/filesystem/room_types/images/Y4Cu7Lzjv0IngVt91k2RPjwYOvodCw7xdOMzl8bd.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/Y4Cu7Lzjv0IngVt91k2RPjwYOvodCw7xdOMzl8bd.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/OcvUjOUamlefYt6KTll5YVGtKW2jLeIcER8AV7BG.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/WneEvsTCVCi5wrVTuuLaqPEi3mkoWwH4Y04smho7.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/dROCgxG3W2mUB94XsATywLSyKNDTjRW2jLyWgfD6.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/MaKNwWYOp7LbKO69jPXUjN9TzVtJnZWhK2fCcZsz.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/AwM6QqIjsuiKE5aEueXmes8y3v3t74MINCL9jLyp.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/NEPDVMtSLwyuMRW7qXqSEwqNGQdIu2dcWYqB2SPC.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/2INe4boDtkPxqp7Px9VV7C1jqsw3ooBBpDecmsvv.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/li5HpBpdPP3g9rJ18xWNLkmz8azpO28QB8xXqlxU.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/SGNSk7fOK38joP7v8c571wKpO1tw06c30wEwIKN3.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/k5jEch2i3v6hNC6CbewW3fzLSyKw5yrXqOkZ7gAp.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/JoeVU7BrWKEo7soFytboY1yhrHSmV4w77IECiQJM.jpg,
Prestige Student Living,Dean Street Works,Bristol,Deluxe Studio,0,0,"Reserve your statement living experience on the Top Floor with the magnificent Deluxe Studio. This expansive twenty-three square meter unit is designed for an uncompromising lifestyle, offering a comprehensive self-contained haven with a three-quarter-sized bed, sleek kitchenette, and private ensuite. Beyond your door, find an engaging Games Hub and Cinema Lounge for relaxation, and rest assured with Contents Insurance Included as part of your package. This space is designed for those who demand the best view alongside unparalleled comfort within the heart of Bristol’s student community.",https://hfs.api.basepms.com/filesystem/room_types/images/FF365eu8JNZyYX8By78OCcfZuUaHWtNmTEIejhiq.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/FF365eu8JNZyYX8By78OCcfZuUaHWtNmTEIejhiq.jpg,
Prestige Student Living,Dean Street Works,Bristol,Premium Ensuite,1,0,"Elevate your student experience in the exclusive Premium Ensuite, located within intimate four-to-five-bed flats across all floors. At thirteen square meters, this high-end space offers privacy and comfort, complete with a three-quarter-sized bed, study area, and a private ensuite bathroom. We ensure a seamless stay with guaranteed Onsite Maintenance and the convenience of a dedicated Post Collection service alongside a fabulous array of on-site amenities. This setting provides an idyllic balance of academic focus and superior shared living in the centre of Bristol.",https://hfs.api.basepms.com/filesystem/room_types/images/DeloeqFDTPPwo2AyKUHQ0SR2tZ7kEbC2Ur9gdOel.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/DeloeqFDTPPwo2AyKUHQ0SR2tZ7kEbC2Ur9gdOel.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/cXqnGZZHS0sJiror2Pe91pW8NPaReTi4tgqxwTWa.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/OUqIag3zdFmDRqTU06C6dv7C17wN7wIDOx9TDSmb.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/6Cp82J1iicCMAoD41dloxM4SPYO72COhwcJMBoT4.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/28klRUueiflvlw5gczg4wy32RVHZRqU5pgMJSuEO.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/iqep33vsLM4NCUU1sjxM9CG1tHefPxS0Q7ipaTzo.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/vPyjVptU8FxXxpHIh6axmnOFXjHtNQx2zWVdCXqw.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/djJXcB1MPoikAPDz2aAPqdrD5hc6cbinzyMW9NjN.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/jiu7G3VxG2tjUIud0j77EpklprfruPunE29NxJpn.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Eo72iM9rIvMa0TvHjcO9pdRTT04FpDGfuN1aBJLA.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/PiIYnPOwEGbH5Y1CtMHgBiTl3ZxvtLVQcVuUvyyP.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/KRSYCI9JeYA5FXC0e5h6GONjBwrzeAhdFt2ky6qQ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/PY8Rx7fg3N1iNnk3Xd0oHhcQPpMOukJyi3f5l3eU.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/QNZ1BPXjXofpBhpIHakqIvKMFBNRI0dsNifdG0DZ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/1mAaf2GGqnyUUcSTvN5MXvFXpYaG6Bk59FejjVgn.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/gWOhTsND4wOMv5hDoSh57vt224Sju3XwiNJjn6GE.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/hUxJsnPiKwlV428FAMHwhT4jVBdZDyD87kKPKWty.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/6DNDSDZaXovDYn1tPmv8A9NfHwE4MqSkG6tqa2cY.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/tYAtxLozqhHj5kkQZLRFgszu7MCWRGstuvVxhMfi.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/qK07IhZYA1YGRJYE7aIVlXUxFgwloCUWq6E8RTl6.jpg,
Prestige Student Living,Dean Street Works,Bristol,Premium Studio,0,0,"Situated on the ground floor, this studio room measure around 18m² and comes with a 3/4 sized bed, study area, ensuite bathroom, fully fitted kitchenette and ample storage. Dean Street Works has a variety of premium communal areas, including study area and outdoor courtyard.",https://hfs.api.basepms.com/filesystem/room_types/images/fCePar8UrTYa3z7xVeAFDtam6d9lvQwZBNunVVXK.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/fCePar8UrTYa3z7xVeAFDtam6d9lvQwZBNunVVXK.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/lbSUM9w6dVV3tAl2Et7qCVQ9JJD5kJimB86R5Gzn.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/cjuY3arCNU0dCC7pPv5mUtIB9pjTaWeEiSCw6n0d.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/fZRdagjAEOcSKNdJfHaGrfBUsz7tM6aYolOBtVXZ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/wUvfZNQmDrvYPS1z6hlmkGcAXZY7skSLfmBpOyJv.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/4E2iy7IkI6alM21KX76R6U3pQtt10dNy5rYmY0wZ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/QOlzqcdGbrObdCKvGm1OtIQ3TLwu20rTbGCZNUaS.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/QBruHtuEkNuMXZOKjl9ZZs8n8mFO0NdkruhNbBeu.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/SQ8usn8J2jdjuEhi5t1ZIFvE899hwDhSitpJ986N.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/rle6kV0EysMOEWOnLIHKMvOmVvERu4dPQGA5Ks5S.jpg,
Prestige Student Living,Dean Street Works,Bristol,Premium Studio Plus,0,0,"Discover the fantastic scale of the Premium Plus Studio, a truly visionary offering at twenty-six square meters, available across all floors. This elite space affords a level of room that suits your lifestyle, boasting a three-quarter-sized bed, extensive study area, full kitchenette, and private ensuite. Your stay is made simpler with All Utility Bills Included and Up to Two Hundred Mbps Internet* provided, allowing you to indulge in a seamless, state-of-the-art living environment designed for absolute focus and comfort.",https://hfs.api.basepms.com/filesystem/room_types/images/ZjTIgvtGp3f8KJpk9ET1CZGW0HhnkLZW3BLQ5L4A.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/ZjTIgvtGp3f8KJpk9ET1CZGW0HhnkLZW3BLQ5L4A.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/HMrWHYqtZoIS0t5rb5GDWKvJANUEfKGSxog6F6x1.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/RowGwdqeEEtgQ4RQDhvaNqsCz4hlA1ZgJHeGp8VY.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/tWpMCuqD3WXnJix1nUDzVosC711R0b0elkJUtfHm.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/dRlLX3I3m2SXVW9cOAjEWYJT2vxpuMNEsW4HpwwR.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/5nKXchDWKvNh3Ob2iBwvMXKPA9cGnwzQs6JC3rTG.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/5Hl1OkIRItiirywf4CmzOnifbGzzrOKPc77935em.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/j01xZC2AJ0NYkiocigqRj1iq9KHCGjLr8Yt3BGD7.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/euW2YeiDVVT4HgzqsXFfqOVm08WsPW4Gr9JAdE7r.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/tcPJ88WVqkMI6RH9QSJ6WnW1FRSUteL927KaVCHN.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/nyedoyr4GRKtSxKAbMbY4ja9gpsWu4MB3TmxAvFU.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/S0UnSyypF1sDfB6zTcsbNY1ICv3kDXFxE5rb3J3V.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/F4bJMCGF3oS55s8GNUqYHZw9WGesRkmMuUl9Rhp9.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/mRMHjvAOSd3EsqUi9qiTcP77GcojkjoTd1ig2VOG.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/dQl8AL2c8VIbToctsk3HorPfhx9kGIMecLkAA6ou.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/nI1PdQJps3t1defOVX51s6bp2Hl7ZdTSfQ28kMbT.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/6w3etISDUm78IjhbyR8wlOxH0WfEIXmkmXYbhB8m.jpg,
Prestige Student Living,Dean Street Works,Bristol,Standard Studio,1,1,"Positioned exclusively on the Ground Floor, the Standard Studio offers fifteen square meters of high-end living tailored for the discerning student. This sleek self-contained space features a three-quarter-sized bed, a private ensuite, a fully equipped kitchenette, and a dedicated study zone. Your premium experience is enhanced by All Utility Bills Included and access to a sophisticated Study Space within the building, providing everything needed for success and relaxation in a single, sophisticated setting.",https://hfs.api.basepms.com/filesystem/room_types/images/XaYjm8IztToaqwmmP7kb6esTkUYWdbtg6kqlFg2Z.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/XaYjm8IztToaqwmmP7kb6esTkUYWdbtg6kqlFg2Z.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/R5VzuxrGAox4q2C1nSNZBt1ZcuPVQHDkWTfqkbLu.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/JX3jJbzCYEqjTEoBT4nUkb4FYfNPfPjhJuv8uoDD.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/RiLzNwda21NWsVcFsIZOp3xDmTP1u94MOVC97CK7.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/BIgicIvZsNeWjlQMKuceaBahf8Cylj87Dpk1PqTP.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/HKOqOFaDsVAzA7JO3B9aKD4Zd3k2qwTtP5ZZHETX.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/viZoqvTosem0zAulhZrI5KpcGxsIrdMCwOIu9BEF.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/gE7q1QUa7oZQEmN9tF96DahiMWeFv84hqkk2pUxF.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/uR3kedSxccvINmJG2d10vKgLwwYCjFZUhiWH6t94.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/gxO66OvuLk3gvipmJOXasYZuwtSWdaMJP3C2CjSC.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/o3Lq4KPfrkgO2IfEpp5Nw9byYzmqy8rcK3nobSKd.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/QeP9fKusQqlLamyBYFzV7VyOhcj8STgHnS35Rtu9.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/jXEnHW0vKpxirexsSGVxMbAQzTkeZV9ReBHm6R3I.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/SZqhyt9Uxm6gfzDAK1Z8bl3a2y8WgkzY9XaUCK4Z.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/RM0uERJZ0qOGmNIUKWwIzGiQgj4jrd00Y92iRtdS.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/6RtQgGcjwRlFsfl7zu9wjloe6ZwO2bImIb2zsZcH.jpg,
Homes for Students,Devonshire Courtyard,Sheffield,Classic Ensuite,9,10,"Our Classic Ensuite rooms are the perfect abode for students looking to relax and socialise with others at university. Live in flats of 5-8 people and enjoy sharing social spaces such as the kitchen and living area with friends. Your private room is modernly designed with lots of space, giving you the zen feeling away from the stress of uni life. Featuring a ¾ sized bed, shelving, desk area and an ensuite bathroom, your room is equipped with everything you could need for a comfortable stay.",https://hfs.api.basepms.com/filesystem/room_types/images/TbOEMR72KdbbVazKYgkE9UkPvoQ8pGGmqDs03Wbg.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/TbOEMR72KdbbVazKYgkE9UkPvoQ8pGGmqDs03Wbg.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/235OD1NVqxbGgUWIkCHpw1oLkL4m70bONO9eijH0.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/BiZsKHQGgPHOwjyryEnTvWAHNiKygovMvMrE0uFl.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Xu8QgGayVCELQDPQ237M4Ph5T08xYMHGTeUe9ijs.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/kDbQiguyPC5G8XueaRfBjkgi48eQBPVSBbJD9CbR.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/9MPg44067RDLKvNYRMXG8XwmxOQrj9Ye0PlBeAXY.jpg,
Homes for Students,Devonshire Courtyard,Sheffield,Classic Studio,1,10,"Choose to live in our Classic Studio if you thrive from the privacy of your own space. Equipped with a ¾ sized bed, shelving, desk area and an ensuite bathroom, you have all the amenities you need for a comfortable stay. Your room even comes with a modern kitchen area, furnished with top appliances to make your life 10x easier. Seriously, prepare to fall in love with this room once you move in…",https://hfs.api.basepms.com/filesystem/room_types/images/7aae7ef7Jqg5f7vAM0hIByvxvwoVJ266WtelvznK.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/7aae7ef7Jqg5f7vAM0hIByvxvwoVJ266WtelvznK.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Pho3XzhoBbymGPzUVmnp1tN8GuYsWfaWV0v0ZSP5.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/jmg9JNM5rIA5I4HoaCNKMMcQN2zE1cn80aLSRvor.jpg,
Homes for Students,Devonshire Courtyard,Sheffield,Premium Ensuite,5,,"If space is what you’re after, make sure to opt for our Premium Ensuite rooms. Boasting modern decor and lots of room for all your belongings, you’re guaranteed a relaxing time whilst living in Devonshire Courtyard. Featuring a ¾ sized bed, shelving, desk area and an ensuite bathroom, you have all the key amenities sorted for you to make your life easier. When you fancy cooking up a storm or chatting to some pals, head to your shared kitchen and lounge area. Sharing with 5-8 students, you already know university life is going to be more exciting when choosing this room.",https://hfs.api.basepms.com/filesystem/room_types/images/wk52kdG5VnPu6hFGpHnlD4WtVyiTxBWx3GmmwdgZ.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/wk52kdG5VnPu6hFGpHnlD4WtVyiTxBWx3GmmwdgZ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/MJHWYDWmtNn2zPpY6i6ny6h1W3vy2W0gFliv6Mn0.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/98emKIX9KOVTakS80QVPDl3V3cyiHoMdzZG3kwIk.jpg,
Homes for Students,Devonshire Courtyard,Sheffield,Premium Plus Ensuite,0,10,"Are you looking for a stylish room with luxurious amenities? If so, make sure to choose our Premium Plus Ensuite. Featuring a ¾ sized bed, lots of wardrobe space and your very own desk area, you’re guaranteed a comfortable stay in this spacious abode. It’s part of a cluster apartment, where all students will share a modern kitchen and living area, equipped with high spec amenities. Choose this room if you enjoy socialising with others, but also enjoy your own privacy!",https://hfs.api.basepms.com/filesystem/room_types/images/X9jpHLAr8I1ImRnwLo2vFbnxf4jNmvEsaqKJ3lIi.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/X9jpHLAr8I1ImRnwLo2vFbnxf4jNmvEsaqKJ3lIi.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/U4HO6DrRVDwUfgSV8afBzE69Tb10ApAQlkEdGdEL.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/PjhGXoqe8uqqjxL3dgUB4vQaiEQYXq2MCPUHbjeo.jpg,
Homes for Students,Devonshire Courtyard,Sheffield,Single Ensuite (8 Bed Flat),0,,,,,
Homes for Students,Devonshire Courtyard,Sheffield,Standard Ensuite,2,10,"If space is what you’re after, make sure to opt for our Premium Ensuite rooms. Boasting modern decor and lots of room for all your belongings, you’re guaranteed a relaxing time whilst living in Devonshire Courtyard. Featuring a ¾ sized bed, shelving, desk area and an ensuite bathroom, you have all the key amenities sorted for you to make your life easier. When you fancy cooking up a storm or chatting to some pals, head to your shared kitchen and lounge area. Sharing with 5-8 students, you already know university life is going to be more exciting when choosing this room.",https://hfs.api.basepms.com/filesystem/room_types/images/qYfFcvKSnek4Iry5h0emPqHqfhiuFvq55jLds3L8.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/qYfFcvKSnek4Iry5h0emPqHqfhiuFvq55jLds3L8.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/tAwT2LJWwTOZXqHqiRCOHOvtzdmdwzP6njButhgy.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/DrFYftVPGW9FTeYwqTmLvK7YLlqNUYYbDAm39mS3.jpg,
Prestige Student Living,Discovery Studios,Dundee,Accessible Studio,1,10,"This Studio offers a private and comfortable living space, perfect for students who prefer independence. With 20.09 – 21.6 m² of well-designed space, this studio includes a cosy double bed with added underbed storage, a study desk with a chair, and plenty of shelving and wardrobe space to keep things organised. The private and accessible washroom provides convenience, while the kitchen, equipped with essentials such as a 2-ring ceramic hob, microwave, and a fridge-freezer, allows you to cook with ease. Contact our team today for more information. *Photos shown are for illustrative purposes only as classic studio images shown.",https://hfs.api.basepms.com/filesystem/room_types/images/7ILHsmH5H7eqGwyNhUpqhlpm77QNRfzqyTjWEhbc.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/7ILHsmH5H7eqGwyNhUpqhlpm77QNRfzqyTjWEhbc.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/WSJlZ8I920M9g6BD32UD7q5oKzkEnbJhFPxlTxL6.jpg,
Prestige Student Living,Discovery Studios,Dundee,Classic Plus Studio,3,1,"Upgrade your living experience with the Classic Plus Studio, offering all the perks of the Classic Studio with a little extra refinement. Featuring a study area, a cosy double bed with under-bed storage, and plenty of shelving and wardrobe space, this room is designed for both comfort and functionality. The private washroom and kitchen equipped with all essentials, including a 2-ring ceramic hob, microwave, and fridge-freezer, make independent living effortless. Secure your Classic Plus Studio today! Furniture & kitchens vary** subject to change.",https://hfs.api.basepms.com/filesystem/room_types/images/QUm99HNdY6syv4JpJPZdki2YkShMqksKqXlr6vBz.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/QUm99HNdY6syv4JpJPZdki2YkShMqksKqXlr6vBz.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/JZLEa23vXdWRmv2wR6Nn3ptQsWYM2k9pHmEZzPoM.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/qO7kjmg37aP7MiNgAvlcAgh42ABx14EHgtEWsooS.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Vb6bYq4Adf5UFJcwWdVTa4XQiNPKFKetv6Ot4saK.jpg,Microwave|Fridge-Freezer|Hob|Wardrobe|Desk Area|Bed Storage
Prestige Student Living,Discovery Studios,Dundee,Classic Studio,0,0,"The Classic Studio offers a private and comfortable living space, perfect for students who prefer independence. With 20.09 – 21.6 m² of well-designed space, this studio includes a cosy double bed with underbed storage, a study desk with a chair, and plenty of shelving and wardrobe space to keep things organised. The private washroom provides convenience, while the kitchen, equipped with essentials such as a 2-ring ceramic hob, microwave, and fridge-freezer, allows you to cook with ease. Contact our friendly booking team today to begin your Dundee journey. Furniture & kitchens vary** subject to change.",https://hfs.api.basepms.com/filesystem/room_types/images/wRj0TeRig8bvmEHykeJDqbDKqjx1Pphw9AZFdzlU.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/wRj0TeRig8bvmEHykeJDqbDKqjx1Pphw9AZFdzlU.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/L4br4t7GSMR3ky42OtGz8xh8Es0N4DxG0QzdcUdY.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/s3MIdcBjNoRvWznyZcHKibdy1WKpaiJ4oGphhSxG.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/ayYdRKCLXV9FScIDk2NrM97plzoumhpbfUvB0dwV.jpg,Microwave|Fridge-Freezer|Hob|Wardrobe|Desk Area
Prestige Student Living,Discovery Studios,Dundee,Deluxe Plus Studio,0,10,"The Deluxe Plus Studio is the ultimate student retreat, offering a 29.6 – 32.7 m² layout on higher floors for greater privacy and stunning views. Enjoy a comfortable double bed with additional underbed space, a large study area with a desk and chair, and plenty of storage options to keep your room organised. The private washroom and kitchen equipped with essentials, including a 2-ring ceramic hob, microwave, and fridge-freezer, allow for ultimate independence. Experience student living, elevated at Discovery Studios. *Photos shown are for illustrative purposes only as classic studio images shown.",https://hfs.api.basepms.com/filesystem/room_types/images/Ha0ZJvX0mixz09IBNIly5KqdzXNu4S36IfSjwjZA.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/Ha0ZJvX0mixz09IBNIly5KqdzXNu4S36IfSjwjZA.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/rQyuhRMYp4FAGoq9E2XZbIJpu6gbjx6A47eFkGCr.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/DVDOuUKo6gqjOotF9329k6qMLAipWanhs9b0PZzG.jpg,Microwave|Fridge-Freezer|Hob|Wardrobe|Desk Area
